source_file,mongo_id,reviewerID,asin,reviewerName,helpful_votes,helpful_total,helpful_ratio,reviewText,text_length,text_missing,text_very_short,summary,summary_missing,overall,rating_polarity,unixReviewTime,review_datetime_utc,category
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ec9,A2RAKTFXL9USEG,1617160040,docklly,1.0,3.0,0.3333333333333333,"My husband is having a great time learning, the lessons are short and fun. We are ready to buy the others!",106,0,0,Easy and fun,0,5.0,1.0,1355788800.0,2012-12-18 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ec8,A33AQPJYH7UUXR,1617160040,"Desert Gypsy ""A Brooklyn Girl Out West""",7.0,8.0,0.875,"Every winter I tend to hibernate for a couple of months and when I do I always seem to pick up some obscure new interest; for a while there it was the idea that I'd learn to speak German. I'd seen the Rosetta Stone program demonstrated at a kiosk in Grand Central Terminal in NYC and it seemed to be a reasonable investment in getting to know how the program works for me while building some basic vocabulary. I like that it appeals to both my visual learning style and that you can increase the difficulty of pronunciation fluency.Level One covers some pretty basic stuff - things like ""newspaper"", ""egg"" and very easy/common words that you would likely learn early on if immersed in the culture you are studying, which is where I agree with the product description. The headset works with decent reliability but sometimes does not want to let me ""pass"" on a certain word no matter how many times I've said it or how accurate I think I am. I like that the program is based around pictures and spoken word. Since this is just level one I am not sure if this is the best way to learn to speak a new language entirely; for me, this ""flash card effect"" is a good way to learn and reinforce new vocabulary though.If you are planning on ordering more levels it might be advisable to check what deals are offered directly by the company, as they have offered some satisfaction guarantee or money back with certain packages. Either way you should have at least 30 days through Rosetta Stone or Amazon to see if this might be a good fit with no risk if it does not suit your learning style. I happen to think this program is worth a try.",1629,0,0,a good way for me to build new vocabulary,0,4.0,1.0,1325116800.0,2011-12-29 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eca,A136WHCGOOZF5J,1617160040,Erik Schmidt,4.0,8.0,0.5,"Alright, for once a product lives up to the hype! It is FUN. Doesn't feel like a chore. So intelligently designed! I'm looking forward to future modules.",153,0,0,As advertised!,0,4.0,1.0,1326326400.0,2012-01-12 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ecd,A3OXC2KZHAZM66,1617160040,jonit,14.0,17.0,0.8235294117647058,Purchased this item for a upcoming trip to Germany to meet family members and relatives.  Did not speak a word of German.  Now after 6 weeks and 8 weeks to go until our trip I am confident that I will do just fine with the simple dialoging that will be going on.  Rosetta Stone is amazing.  The customer service was beyond helpful and I and my husband (who is brushing up on his German from high school and college) will be just fine when we meet our family there for the very first time.I highly recommend Rosetta Stone and when we complete Level 1 - we will surely move on to the remaining levels.  Worth every penny.,619,0,0,German Made Easy,0,5.0,1.0,1301616000.0,2011-04-01 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ece,A1GU3EWO8GN9IZ,1617160040,Janet S,7.0,13.0,0.5384615384615384,"My family purchased Rosetta Stone German 1 for me and I must say it is a complete disappointment because I am unable to get past the microphone set-up screen.  We tried the info in the ""help"" section which did not help at all.  We have contacted Rosetta Stone with no response.  Keep in mind that after 3 months the online portion goes away unless you pay another fee.  Can't understand why it it so difficult to even get started.  (I also have Pimsleur which is much simpler, so looks like that is how I will be learning German).",530,0,0,Can't even get started,0,1.0,0.0,1347321600.0,2012-09-11 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed0,AGK36FTNVKAQ3,1617160040,Lee E Florack,0.0,0.0,,"Unfortunately, I'm not actually able to rate the software itself because it never ran on my Windows 8.1 PC - producing the Fatal Application Error #1141.  All available fix options suggested on the Rossetta support site have been tried without success.  Writing support, it was suggested that I remove my antivirus and anti-malware software.  Even if that were to be successful, it would still be an unacceptable `solution' since it would be useless and dangerous to run the PC without them -- just so I could run Rosetta software.  The internet has many, many people making the same complaint -- and many of them are using protection software other than what I'm using (Zone Alarm and MalWarebytes) .  I even tried it on two different PC's.  The second PC runs windows 7.0.  The same result occurred.If it works for you, that's great.  It doesn't for me.",855,0,0,Fatal Application Error #1141,0,2.0,0.0,1390089600.0,2014-01-19 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ecc,A1Z84AZY6YPNEM,1617160040,"Hari K. Khalsa ""gratitudebooks""",0.0,3.0,0.0,It is Rosetta stone what can be better than that? Bringing that high school German at level 1. Buy it.,102,0,0,Reasonably priced,0,5.0,1.0,1366156800.0,2013-04-17 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed1,A1QHNY0AOGAWHA,1617160040,mehlsky,0.0,0.0,,"I am planning on a trip to Germany and want to learn as much of the language as I can.  This course is really, really helpful.",126,0,0,The Way To Do It,0,5.0,1.0,1395100800.0,2014-03-18 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ecf,AFGDUTKBOEV9G,1617160040,"Lewis M. Cook ""Lew in Concord, CA""",5.0,14.0,0.35714285714285715,"I bought this for my wife. Our computer is about 6 years old, WIN XP, SP3. I've tried to get it loaded, but it wouldn't load. So I uninstalled it. I tried again. Same result. I decided not to waste my time with it anymore. I am handicapped, and it takes me a long time to type, too long for a chat-type service. Maybe Geeek squad can help.",339,0,0,Won't load,0,1.0,0.0,1327104000.0,2012-01-21 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed3,A2MJY4TALAZV5L,1617160040,Michael L. Fratesi,2.0,4.0,0.5,I do not have the rest of my life to guess at how you use the phrases. I hate that I ordered the whole program...however they do worry you to death trying to sell you other things.,180,0,0,Disappointed,0,1.0,0.0,1371168000.0,2013-06-14 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ecb,A1DD2SPBM2T8CK,1617160040,Cassius Clay Rae,85.0,88.0,0.9659090909090909,"I am a native English speaker and I bought the Rosetta Stone German Level 1-5.  I am currently learning Level 1 so I see it only fair to review this. The sequential software will come when I have completed each one of them.The hardware was fine and the headset isn't flimsy.  It's much better than any headphone or headset I bought for myself, but that doesn't mean it can't break or get glitches.  My only (tiny) hardware irk is that all the Audio companions is on a DVD data disc so I had to burn CDs in order to listen to this in my car.  (My iPod is barely used and stays at home.)I had no problems installing the software or getting my computer to recognize the headset.To quote myself in another comment:""I own a 64-bit Windows Vista and I have separate speakers and headset apart from the headset. The only issue that I ran into is that when I installed the the Rosetta Stone software, it automatically defaults ALL sounds through the headset. I didn't realize this until I started playing my music and trying to video chat. This can be adjusted through Control Panel > Hardware & Sounds > Sound (Right-click this icon and create a shortcut onto your desktop!). In the sound control panel, there will be a ""Playback"" tab and a ""Recording"" tab. (Sorry XP, Win7, Snow Leopard, and all Mac users. Hopefully you get the gist.)""Rosetta Stone works; but I am the type of learner where complete immersion, repetition, and activities work.  If you have access to Rosetta Online, I recommend the Bingo game and going through the stories.  When using Stories, first listen to it and try to visualize every said detail, then read it.  Doing this paired with the Audio has helped me tremendously.I do find problems with pronunciation. Some of my pronunciation errors are right, but there are a few (e.g. alt, Jahre, Bruder, Englisch) that I have to over-exaggerate certain (wrong sounding) noises to get it to accept. That is REALLY frustrating because I don't hear what I'm incorrectly saying.  What's also frustrating is that it'll accept many other words that I'm nowhere near to pronouncing correctly.  ""Uuuuuuh..."" is sometimes accepted! The pronunciation quirks pester me the most when using this program, but I can't say I run into them too much where it deters me from wanting to continue through the lessons.The Milestones at the end the four units are a bit intimidating especially if you don't use the online resources.  I am usually at a lost for what to say.  It's not obvious all the time.  In this situation, just remain silent.  The program will think there's an error with the microphone. When you have formed the sentence in your mind, continue with the activity.I never use this program without Google Translate opened next to it.  I don't use it to decipher whole sentences or phrases, just a couple words here and there.I don't lean too hard on Google for interpretation because after a while, a learner will see that German words do not correlate to just one meaning.  ""Sie"" can mean she, you, they, it and so on. The meaning depends on the overall sentence.  So it's important to try to think German and try not to interpret every word directly to English.  Rosetta Stone does a good job of giving visuals to let you think in German, but it does not explain any of the Grammar or word rules.  This is why I'm shopping for a German grammar book on Amazon.EXAMPLE: The more I research, the more I see how important it is to when to use ""sie"" and ""du"". Both mean ""you,"" but one is formal and good for strangers and the other is used among friends and family.  And my understanding is that depending on what ""you"" we use makes a difference on the spelling of other words in the same sentence.As someone has mentioned, there's no glossary of words in Rosetta Stone.  So when I want to double-check my spelling or the words I'm using, I have to use Google Translate.****CORRECTION UPDATE**** There is a document of words and phrases learned.  It's located on the CD under ""Documentation"". ****July 12****Overall, I am very pleased with this program and the progress that I am making.  The price is fair to me because it cost less than taking a semester course at my local college and I can access this as many times as I want... whenever I want. Rosetta Stone isn't totally complete with everything you need; and that's why I pair it with Google and other books and tools.  However, that doesn't mean that this doesn't work or isn't worth your investment.  If you understand that learning a language takes constant work and you are determined to teach yourself, buy this. This software is like a teacher.  And since I'm a student, it is up to me to do my homework.",4676,0,0,"I love it, but it has its frustrations.",0,4.0,1.0,1309824000.0,2011-07-05 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed2,A2L2ZLFF22Z83Q,1617160040,melissa,1.0,4.0,0.25,"The product arrived safely, and is great! I am very pleased with this program. It is very informative and keeps you interested and motivated to continue on with the program.",173,0,0,German Rosetta Stone,0,5.0,1.0,1333152000.0,2012-03-31 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed4,A3V2WSFJ8MG0K,1617160040,Merlot1946,0.0,0.0,,"Open the box and did the install and nothing worked. The language CD would not load. That killed the evening I had set aside for the beginning lesson. I took it to work the next day and spent 2 hours trying to get it to load and the Tech Support people had to work for an 1/2 hour on the phone just to get the thing to begin working. Huge pain,,,,,,Loss of time,,,,,,,,,ruined my attitude about buying any follow up lessons.",424,0,0,I'm glad I only bought the first lesson,0,2.0,0.0,1395878400.0,2014-03-27 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed6,A2B2NO0PR6HO5R,1617160040,Roger J. Lederer,0.0,0.0,,This is an absolutely wonderful German language learning product. I can't imagine it could be any better. I learned a lot and can't wait to start the next level,160,0,0,Fantastic,0,5.0,1.0,1400803200.0,2014-05-23 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed5,A3VH9YY4C7K35C,1617160040,"Ray E. Smith, Jr.",10.0,12.0,0.8333333333333334,"It worked fine for a couple days, then the microphone stopped working. I tried a different microphone - it still doesn't work. I googled the problem and I see that it is widespread - on Windows, Linux, and Apple. I haven't been able to find a solution.I have ordered Tell Me More German, which looks like a much better product.Update on July 5:  The mike works now.  I bought more levels.  I'm up to Level 3.  Now I love Rosetta Stone!  (Tell Me More German is gathering dust.)",477,0,0,At first I thought it was a rip-off.  Now I love it.,0,5.0,1.0,1306540800.0,2011-05-28 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed7,A3870GIUYQRBKK,1617160040,Riley Deen,0.0,0.0,,Our whole family is enjoying this great learning tool!  It's easy and fun to use and makes learning a foreign language a breeze!,128,0,0,RosettaStone German,0,5.0,1.0,1389830400.0,2014-01-16 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eda,A1ZMUEYMZFVQZK,1617160040,spartan,4.0,6.0,0.6666666666666666,I was surprised how quickly I was able to learn vocabulary and pronounciation without hearing or reading the English word equivalent.  The method works very well.,162,0,0,Very easy to use.  Great product!,0,5.0,1.0,1313366400.0,2011-08-15 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed9,A3KC6K6I8BUNSU,1617160040,slick,3.0,4.0,0.75,"I took German over many hears in Germany and without a foundation, this system would not be simple to understand as a second language, but it has been helpful to get my head back in the second language game.It doesn't start with &#34;man = ***&#34;, or &#34;woman = *** &#34;....Or it doesn't say &#34;the = *** &#34;, or &#34;it = *** &#34;....It just starts things off.... and if I didn't know the extreme basics, I would've gotten no where.Otherwise, I like learning with it.",478,0,0,"difficult to start in a language, but helpful if you have a starting place other than....",0,4.0,1.0,1374019200.0,2013-07-17 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376edb,A3LK5OE27KQ9VS,1617160040,Steve,5.0,12.0,0.4166666666666667,This was purchased as a gift and certainly exceeds our expectations.  It is easy to install and seems to be helping in learning the language!,141,0,0,Rosetta Stone German Level 1,0,5.0,1.0,1295136000.0,2011-01-16 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376edc,ARCGQW6TSY7PP,1617160040,Susan L. Stamberger,28.0,32.0,0.875,"I am very pleased with Rosetta Stone V4 TOTAle German Level One, and the approach that is taken to teaching a foreign language.  There is no English used in any of the lessons; it is only the German language associated with pictures, and the  reinforcement of my pronunciation through the voice recognition software.  It is a non-stressful way to learn a language -- and it's fun!..",382,0,0,Using Rosetta Stone to learn German,0,5.0,1.0,1297036800.0,2011-02-07 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ede,A36ETNF7JWQQYJ,161716013X,DougK,2.0,2.0,1.0,This is a good product to get you started.Easy to work with as you really need to complete the lessons multiple times to get the pronunciations correct. It is helpful to be able to back to the beginning for practice.,216,0,0,Good product. Was what I expected.,0,4.0,1.0,1351900800.0,2012-11-03 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ed8,A3USWFMXUUQBFI,1617160040,SanFran JT,0.0,5.0,0.0,"Rosetta Stone is almost miraculous and it has been stunningly effective in helping to master the German language.  I purchased the program a few years ago in preparation for a dream trip to Germany.  Within a very short time and with minimal effort on my part, I had more than mastered German, I was speaking it like a native.  I know this because so many people in Germany were shocked to learn I am an American and often refused to believe my accent was not Bavarian.  A few even insisted I was a native German and were adamant I must be joking.  When I told people that I was making my first visit to Germany and was from California, it was not unusual to see a shake of the head accompanied by a hearty laugh.  While there, I had no problem reading train schedules, maps, or even a bit of Goethe when a new German friend recommended him.  I especially enjoyed Wagner when I attended the Bayreuth Opera festival and am very glad indeed that I made that side trip.  Rosetta Stone has broadened my horizons and flung open so many cultural doors that I can not begin to recommend it enough.  Considering my desire to speak and read German simply began with my interest in World War II, it is truly wondrous how much more I have learned there is to German art and culture.  There is certainly more to this beautiful country than militarism and goosestepping parades of troops.  Once one masters the language, entirely new and magnificent vistas come into view.  The subtlety of the tongue introduces you to a warm and loving people who have been deeply misunderstood, often due to communication barriers and semantics.  Rosetta Stone offers the opportunity to all of us to grow closer to one another and to embrace all of humanity through language.  I am currently mastering Japanese and plan to move on to French shortly.  Perhaps the most significant thing I have learned through the wonder that is Rosetta Stone is that there are no limits to what I am capable of learning and to never again turn away from an intellectual challenge.  Even in middle age, it is both easy and fun to learn any new language and to become as fluent as you wish.  Already my Japanese neighbor has asked me how many years I lived in Japan as a child and if I went to school near Kyoto!",2265,0,0,Incredible,0,5.0,1.0,1376611200.0,2013-08-16 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376edd,A1CG1VOVCR9CEQ,161716013X,Alex Mae,0.0,0.0,,"I had used Rosetta Stone before to learn Spanish. The greek was put together just as nicely. My only complaint is that with Spanish the letters are so similar to English that the reading and writing portions were simple. However, with Greek the letters are so different you have no idea what the words are saying and there was no training on the letters themselves. I am happy with my purchase and would recommend. However, I would recommend using online tools to learn the letters and their sounds before hand.",511,0,0,Great to learn speaking. Hard to understand writing sections.,0,4.0,1.0,1396656000.0,2014-04-05 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376edf,ASV0K7FJ490XO,161716013X,G. A. Georgeson,3.0,3.0,1.0,This is such an improvement over previous versions. I really enjoy the content as well as the options to talk with native speakers as you progress through the program.,167,0,0,Rosetta Stone Greek,0,5.0,1.0,1306627200.0,2011-05-29 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee1,A2HHH9Y0UJ6MXR,161716013X,Scott R. Harrison,1.0,1.0,1.0,"Rosetta Stone continues to shine as the preeminent language training and development tool.  While it is critical that the use be committed and diligent in using the program, the interactive features Rosetta Stone offers are what takes their system to the next level.  It's a far cry from the old Berlitz method (which to be fair didn't have the technology available today). I haven't completed Level 1, but have already ordered the other levels.",445,0,0,It WAS all Greek to Me,0,5.0,1.0,1345680000.0,2012-08-23 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee2,A1ZI0MCPKZG660,1617160156,F. Womble,1.0,1.0,1.0,"This is the best Rosetta stone version yet!  Everything is easy to navigate. It's actually making learning Greek fun. The program was obviously designed for beginners because it assumes you know nothing, which was perfect for us!",229,0,0,Better than older version!,0,5.0,1.0,1354492800.0,2012-12-03 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee3,A3TKMEPX1G3J67,1617160156,"Jim P. Mitchel ""Jimbo""",0.0,1.0,0.0,My son wants to learn Greek so his grandmother bought the Rosetta Stone Greek for him.  He just started a few days ago.  It will be a long term project.  We will see how much he can do once he returns from Winter break.,219,0,0,Grandma (Yiayia) bought this for my son,0,5.0,1.0,1356652800.0,2012-12-28 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee0,A3O6XJMNLKU6LT,161716013X,Donald J. Perry,4.0,4.0,1.0,"I have given this one star, not because I hate it, but as a rating in comparison to Total Greek.  If you get Rosetta Stone you will need to use a Greek Dictionary and have a tutor to help you interpret what is going on.  If you just wing it without, you will never really understand what you are doing.  You have photo's and sentences and words, but there is no explanation as to what Rosetta Stone is doing or why.  In my humble opinion, it would not be too difficult to make a better product than Rosetta Stone.  All you would need to do is offer some explanations as well as use a different format in some cases.  An advantage is found in the use of the text to speech verification.  However, as for the photos, it is a nifty idea, but the TV is a better visual medium then this, and it is no help at all. So photos alone are not the answer, although it is good idea.  Rosetta Stone also has various glitches.  For example, there will be a sentence, and you have to match it with a photo.  After you get the answer correct there is no way to *easily* check to see what was said in writing without going back where all the sentences are flashed off in the beginning.  They also use the same format for every language, I really question how committed they are to teaching the best way for each language.  I hear they throw in TV and other such things in Latin.There is a WIDE MARGIN for improvements here, so keep your eyes open for the next product, I know I will.  In the mean time get some Greek friends and purchase  Total Greek.  When you finished THEN I would say you can go back to Rosetta Stone.  For example to do it the other way around would be such a waste of time I cannot even make a compassion.",1710,0,0,In comparison to Total Greek Michel Thomas,0,1.0,0.0,1357603200.0,2013-01-08 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee4,A70N384KO7WP5,1617160156,Judy G,13.0,14.0,0.9285714285714286,"This program is VERY challenging but if you are willing to put in consistent effort, it is very rewarding.  No English instructions so there is a little muddling through the exercises at first but I'm very happy with my progress.  I have taken some group Greek lessons and gone through the Pimsler audio tapes and I think this is a much better program.",352,0,0,Great but challenging,0,5.0,1.0,1312848000.0,2011-08-09 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee6,ALCNYATJKCREX,1617160156,Mary Lou,0.0,0.0,,"I love this system. In only a month, I've learned a lot. Its speech recognition  technology and multi sense approach make learning Greek fun. It's a very comprehensive system. So far I've found only one glitch.",210,0,0,Rosetta Stone Rocks!,0,5.0,1.0,1404777600.0,2014-07-08 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee7,AIMIRV92FAAT7,1617160156,Todd Stevens,22.0,23.0,0.9565217391304348,"I purchased this for my girlfriend who already owned Greek 1 and 2 from the original version 1 product.  She feels this is far superior to the original (level 1 is about equivalent to both level 1 and 2 on the old version).  It installed easily and runs smoothly.  She really likes the online training component as well.  The only cons to it is the expense and the draconian copy protection.  We have not had to move it yet, but I hear it can be a pain to install it on a new machine (requiring a phone call).",509,0,0,Great gift,0,4.0,1.0,1294185600.0,2011-01-05 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee8,A17EYLT9F2UM5B,1617160156,Marco Ruiz,0.0,0.0,,Great system that I would highly recommend.  The system is easy to use and easy to navigate.  I hope to be fluent shortly.,122,0,0,Great,0,5.0,1.0,1403740800.0,2014-06-26 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee5,A1K7PIB4W03XSE,161716013X,Kristina Jenkins,11.0,11.0,1.0,"I have had this Rosetta Stone Greek level 1 for about 2 weeks now and I love it. The lessons are very interactive and completely immerse you in Greek. You can repeat things as much as you want before moving on and the extra resources of the audio for when you're away from your computer and the mobile companion are fabulous extra practice. I just completed unit 1 and signed up for what they call a studio session, which is where you get to practice what you've been learning live with a real Greek person. I was really nervous but it was great. Now, I think the product is great, but you do have to be motivated. I'm a teacher and I know that my students don't always put in the time so they might remember the most current stuff but not the older material. You've got to keep up with it, review, do it every day, take notes, etc. If you do it passively, I'm not sure how much you're going to get out of it because when there's no English, you really have to remember, so do it on a regular basis.",999,0,0,Great Product,0,5.0,1.0,1312156800.0,2011-08-01 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eea,A2LAMJMHZMTHD0,1617160199,"Beverly J. Street ""Sunset Kahili""",1.0,3.0,0.3333333333333333,"I am very pleased with the Rosetta Stone format for language learning. I now believe it is possible for me to learn Hebrew via this program. Prior to this, I didn't think I could learn such a different language, especially as an adult. It is possible !!!! Shalom !",264,0,0,Rosetta Stone  for Hebrew,0,5.0,1.0,1336953600.0,2012-05-14 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ee9,AE3GZAA7CNN08,1617160156,"W. Sue ""LnGwStX""",26.0,27.0,0.9629629629629629,"I'm an enthusiastic linguaphile with a background in linguistics and language learning. I learned Spanish through classrooms and textbooks, and although I am fluent, I occasionally get this frustrated feeling like I'm missing a piece, like having skipped a page in a novel but not knowing which page. I learned American Sign Language in a totally natural environment, by contrast, and I feel as at home in ASL as I do in English (my first language). This program feels a lot more like my ASL learning experience than my Spanish experience.I got it to learn as much Greek as possible in about six months, before I go to Greece. I just cracked it open a few days ago, and already I am speaking in full sentences. Granted, they are guided sentences, but I have already pieced together quite a few novel sentences using the vocabulary and grammar I have already picked up. I'm impressed, and I know enough about language learning that being impressed by a piece of software is a pretty big statement for me.Initially I thought I would just learn the absolute basics, enough to survive Greece by myself without an interpreter. But I'm only on level 1, unit 1, lesson 3, and I already see that I am going to learn (and retain) a lot more than survival Greek. I haven't peeked ahead at level two yet, but, judging by how much is packed into the first three lessons, I would guess that each level is superior to an entire semester of a college class, at roughly a third of the price.My only wish so far is that it came with a very basic book of grammar and spelling rules. I do think the program is well-designed, providing careful contrast in each phrase/sentence so that you can figure out the rules as you go, which is the most natural way of doing it. But it would be nice to have a book to go to just for the sake of verifying my success at cracking the code. Although it's cheaper than college, it's still pricey, so I would think they could afford to throw in a few simple guides to grammar and phonetics.",2004,0,0,Learning Greek before I visit,0,5.0,1.0,1316476800.0,2011-09-20 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eee,AMH8RSLX9GF0J,1617160199,Jannel boggon,0.0,1.0,0.0,"i complete my first session in a hour and scored a 88/100 on my test , i love it just a hour a day",98,0,0,Great,0,5.0,1.0,1378339200.0,2013-09-05 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eef,A2LXC5ZHHP0WXP,1617160199,Leah Maines,13.0,20.0,0.65,"Rosetta Stone is the easiest way to learn a language at home.  I've learned several languages, but home study programs never really worked for me.  This one is an exception.  It really helps one to start thinking in the native language.  I highly recommend this program.",270,0,0,THE BEST LANGUAGE PROGRAM FOR HOME STUDY,0,5.0,1.0,1299110400.0,2011-03-03 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eeb,A59PRDSVMF1Q4,1617160199,Catherine M. Tucker,5.0,5.0,1.0,"One complaint: I seriously don't usually have problems with installation, but this program was so confusing! It kept saying I needed to update something and I did and then it wouldn't kick it in automatically afterwards...had to do this 3 times before it finally decided to do what it was supposed to do. I also couldn't find the files right away...just weird.But once it was setup and I was rolling with the program...WOW. This is awesome. And it's addictive, which is what you need when you have to immerse yourself in something. With language, you won't get it unless you are just doing it all of the time. And with this program, well, it's been 2 hours and I am reluctantly going to bed now because I have to get up in 6 hours.Also, for the person who complained about the Hebrew and it not having things spelled out so we can sound them out... Ok, maybe I am just good at this, but I am picking up how to read in Hebrew after 2 hours. I mean, you start to notice patterns in letters and sounds. Just pay attention to the Hebrew spellings when you hear the sounds. Plus, the program DOES teach you to read after a while.Overall, this program is wonderful and I am really excited! I believe if I stick with this, I WILL learn Hebrew.",1236,0,0,Once it's installed it's great!,0,5.0,1.0,1392854400.0,2014-02-20 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376eed,A26OPMXKLZ4OP4,1617160199,"David J. Roskoph ""My son's Dad""",2.0,5.0,0.4,"I am more skeptical than the day is long and believe little of what I read.  I had few choices for Hebrew and gave RS a spin.  I was stunned at its effectiveness!  I have a knack for language but felt out of my comfort zone with an Arabic base.  I just did it and after the first in-person tutoring session, opted for the complete package.  I dutifully take an on-line lesson each week - but it is still a bit uncomfortable.  Regardless, I am a satisfied customer and have used Babbel and Duolingo.  Rosetta is bettah.",518,0,0,It works!,0,5.0,1.0,1364947200.0,2013-04-03 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ef0,AA8385MBI92JI,1617160199,me,1.0,2.0,0.5,Wife finds the program good and enjoys seeing how well she is doing. She finds the words clear and having the grafts help her to understand.,140,0,0,lessons,0,5.0,1.0,1388793600.0,2014-01-04 00:00:00+00:00,Clothing_Shoes_and_Jewelry
Clothing_Shoes_and_Jewelry.csv,5a132293741a2384e8376ef4,ABTOQZGX0NOQF,1617160253,elias,14.0,33.0,0.42424242424242425,"waste of money. The software dosen't have a good ground up approach, no alphabet exercises. This software would help maybe if you are looking for more conversation practice, but it's still not work the price of it.bottom line, software is out of date and way over priced",270,0,0,out of date,0,1.0,0.0,1292371200.0,2010-12-15 00:00:00+00:00,Clothing_Shoes_and_Jewelry
